,Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,sentiments,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
572,Antz,1998,92,96.592,Eric Darnell,"Woody Allen, Sharon Stone, Gene Hackman, Sylvester Stallone",Z the worker ant (Woody Allen) strives to reconcile his own individuality with the communal work-ethic of the ant colony....,positive,152457863.0,Comedy,6.6,72.0,83.0,153642.0
573,How to Train Your Dragon 2,2014,91,99.013,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson","Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time...",negative,614586270.0,Comedy,7.8,77.0,102.0,327754.0
574,Frozen,2013,90,100.594,Chris Buck,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad","When their kingdom becomes trapped in perpetual winter, fearless Anna (Kristen Bell) joins forces with mountaineer Kristoff (Jonathan Groff) and...",positive,1265596785.0,Comedy,7.4,75.0,102.0,611199.0
575,Big Hero 6,2014,90,98.93,Don Hall,"Ryan Potter, Scott Adsit, T.J. Miller, Jamie Chung","Robotics prodigy Hiro (Ryan Potter) lives in the city of San Fransokyo. Next to his older brother, Tadashi, Hiro's closest...",positive,649657407.0,Comedy,7.8,74.0,102.0,448005.0
576,Shrek 2,2004,89,97.857,Andrew Adamson,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews","After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have...",positive,935253978.0,Comedy,7.3,75.0,93.0,452046.0
577,Tangled,2010,89,98.196,Nathan Greno,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman","When the kingdom's most-wanted bandit, Flynn Rider (Zachary Levi), hides in a convenient tower, he immediately becomes a captive of...",positive,584899819.0,Comedy,7.7,71.0,100.0,440334.0
578,Bolt,2008,89,96.902,Chris Williams,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton",The days of canine superstar Bolt (John Travolta) are filled with danger and intrigue ... until the cameras stop rolling....,positive,328015029.0,Comedy,6.8,67.0,96.0,206156.0
579,Onward,2020,88,112.937,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer",Teenage elf brothers Ian and Barley embark on a magical quest to spend one more day with their late father....,positive,133317030.0,Comedy,7.4,61.0,102.0,141465.0
580,Rango,2011,88,96.194,Gore Verbinski,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty",A chameleon (Johnny Depp) who has lived as a sheltered family pet finds himself in the grip of an identity...,positive,245724600.0,Comedy,7.2,75.0,107.0,257950.0
581,Shrek,2001,88,96.626,Andrew Adamson,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Once upon a time, in a far away swamp, there lived an ogre named Shrek (Mike Myers) whose precious solitude...",negative,491812794.0,Comedy,7.9,84.0,90.0,659671.0
582,The Peanuts Movie,2015,87,95.027,Steve Martino,"Noah Schnapp, Hadley Belle Miller, Mariel Sheets, Alex Garfin","Life always seems complicated for good ol' Charlie Brown (Noah Schnapp), the boy who always tries his best against seemingly...",positive,250091610.0,Comedy,7.0,67.0,88.0,45465.0
583,Wreck-It Ralph,2012,87,94.345,Rich Moore,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch","Arcade-game character Wreck-It Ralph (John C. Reilly) is tired of always being the ""bad guy"" and losing to his ""good...",negative,496511521.0,Comedy,7.7,72.0,101.0,411797.0
584,Kung Fu Panda,2008,87,94.949,John Stevenson,"Jack Black, Angelina Jolie, Jackie Chan, David Cross",Po the panda (Jack Black) works in his family's noodle shop and dreams of becoming a kung-fu master. His dream...,positive,631910531.0,Comedy,7.6,74.0,92.0,456067.0
585,Captain Underpants: The First Epic Movie,2017,87,96.001,David Soren,"Kevin Hart, Ed Helms, Nick Kroll, Thomas Middleditch",George Beard and Harold Hutchins are two overly imaginative pranksters who spend hours in a treehouse creating comic books. When...,positive,126422949.0,Comedy,6.2,69.0,89.0,27942.0
586,The Bad Guys,2022,87,95.002,Pierre Perifel,"Sam Rockwell, Zazie Beetz, Marc Maron, Awkwafina","In the new action comedy from DreamWorks Animation, based on the New York Times best-selling book series, a crackerjack criminal...",positive,154443666.0,Comedy,6.9,64.0,100.0,12529.0
587,Kung Fu Panda 3,2016,86,97.222,Jennifer Yuh Nelson,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Living large and loving life, Po (Jack Black) realizes that he has a lot to learn if he's going to...",positive,521170825.0,Comedy,7.1,66.0,95.0,152947.0
588,Puss in Boots,2011,86,91.054,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton","Long before meeting Shrek, Puss in Boots (Antonio Banderas) -- just named a hero for saving a woman from a...",negative,554987477.0,Comedy,6.6,65.0,90.0,156206.0
589,The Book of Life,2014,83,87.088,Jorge R. Gutierrez,"Diego Luna, Zoë Saldana, Channing Tatum, Ice Cube","In the Mexican town of San Angel, Manolo (Diego Luna), Maria (Zoë Saldana) and Joaquin (Channing Tatum) have been friends...",negative,97651543.0,Comedy,7.2,67.0,95.0,70218.0
590,Sausage Party,2016,82,97.319,Conrad Vernon,"Seth Rogen, Kristen Wiig, Jonah Hill, Bill Hader",Life is good for all the food items that occupy the shelves at the local supermarket. Frank (Seth Rogen) the...,positive,141344255.0,Comedy,6.1,66.0,89.0,190739.0
591,Abominable,2019,82,91.314,Jill Culton,"Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo","After discovering a Yeti on the roof of her apartment building, teenage Yi and her two friends embark on an...",positive,188659191.0,Comedy,7.0,61.0,97.0,37476.0
592,Despicable Me,2010,81,88.028,Chris Renaud,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews","Supervillain Gru, a man who delights in all things wicked, hatches a plan to steal the moon. Surrounded by an...",positive,543464573.0,Comedy,7.6,72.0,95.0,533056.0
593,Mr. Peabody & Sherman,2014,81,86.664,Rob Minkoff,"Ty Burrell, Max Charles, Ariel Winter, Stephen Colbert","Mr. Peabody (Ty Burrell), the most accomplished canine in the world, and his boy, Sherman (Max Charles), use a time...",positive,269806430.0,Comedy,6.8,59.0,92.0,68977.0
594,Monsters University,2013,80,87.414,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren","Ever since he was a kid monster, Mike Wazowski (Billy Crystal) has dreamed of becoming a Scarer. To make his...",negative,743455810.0,Comedy,7.3,65.0,104.0,350437.0
595,Kung Fu Panda 2,2011,80,87.374,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman","Now known as the Dragon Warrior, Po (Jack Black) protects the Valley of Peace alongside his friends and fellow kung...",positive,664837547.0,Comedy,7.2,67.0,90.0,276974.0
596,Brave,2012,78,88.559,Mark Andrews,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters","Merida (Kelly Macdonald), the impetuous but courageous daughter of Scottish King Fergus (Billy Connolly) and Queen Elinor (Emma Thompson), is...",negative,554606532.0,Comedy,7.1,69.0,93.0,402019.0
597,Madagascar 3: Europe's Most Wanted,2012,78,83.554,Eric Darnell,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","Animal pals Alex (Ben Stiller), Marty (Chris Rock), Melman (David Schwimmer) and Gloria (Jada Pinkett Smith) are still trying to...",positive,746921271.0,Comedy,6.8,60.0,93.0,177607.0
598,Ice Age,2002,77,82.632,Chris Wedge,"Ray Romano, John Alberto Leguizamo, Denis Leary, Goran Visnjic","Twenty-thousand years ago, Earth is a wondrous, prehistoric world filled with great danger, not the least of which is the...",positive,386116343.0,Comedy,7.5,61.0,81.0,473085.0
599,The Croods: A New Age,2020,77,87.451,Joel Crawford,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener","Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs....",positive,214902998.0,Comedy,6.9,56.0,95.0,40481.0
600,The Good Dinosaur,2015,76,84.078,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Padilla, Ryan Teeple","Luckily for young Arlo, his parents (Jeffrey Wright, Frances McDormand) and his two siblings, the mighty dinosaurs were not wiped...",positive,333771037.0,Comedy,6.7,66.0,93.0,113179.0
601,Happy Feet,2006,76,82.258,George Miller,"Elijah Wood, Robin Williams, Brittany Murphy, Hugh Jackman","Mumble (Elijah Wood), a young emperor penguin, lives in Antarctica. Like others of his kind, he needs to be able...",positive,385000317.0,Adventure,6.4,77.0,108.0,182675.0
602,Smallfoot,2018,76,82.322,Karey Kirkpatrick,"Channing Tatum, James Corden, Zendaya, Common",Migo is a friendly Yeti whose world gets turned upside down when he discovers something that he didn't know existed...,positive,213682073.0,Comedy,6.6,60.0,96.0,38817.0
603,Despicable Me 2,2013,75,82.672,Chris Renaud,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Now that Gru has forsaken a life of crime to raise Margo, Agnes and Edith, he's trying to figure out...",negative,975216835.0,Comedy,7.3,62.0,98.0,391599.0
604,Over the Hedge,2006,75,82.407,Tim Johnson,"Bruce Willis, Garry Shandling, Steve Carell, William Shatner","When Verne (Garry Shandling) and fellow woodland friends awake from winter's hibernation, they find they have some new neighbors: humans,...",positive,343397247.0,Comedy,6.7,67.0,83.0,172223.0
605,Trolls,2016,75,85.266,Mike Mitchell,"Anna Kendrick, Justin Timberlake, Christopher Mintz-Plasse, Russell Brand","After the Bergens invade Troll Village, Poppy (Anna Kendrick), the happiest Troll ever born, and the overly-cautious, curmudgeonly Branch (Justin...",positive,343242613.0,Comedy,6.4,55.0,92.0,80194.0
606,Monster House,2006,75,82.013,Gil Kenan,"Steve Buscemi, Maggie Gyllenhaal, Mitchel Musso, Spencer Locke","No adults believe three youths' (Mitchel Musso, Spencer Locke, Sam Lerner) assertion that a neighboring residence is a living creature...",negative,141267370.0,Comedy,6.6,68.0,91.0,115019.0
607,Rise of the Guardians,2012,75,80.874,Peter Ramsey,"Chris Pine, Alec Baldwin, Jude Law, Isla Fisher","Generation after generation, immortal Guardians like Santa Claus (Alec Baldwin), the Easter Bunny (Hugh Jackman) and the Tooth Fairy (Isla...",positive,306900902.0,Comedy,7.2,58.0,97.0,171458.0
608,The Adventures of Tintin,2011,74,83.695,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost","While shopping at an outdoor market, young reporter Tintin (Jamie Bell), accompanied by his faithful dog, Snowy, buys a model...",positive,373993951.0,Adventure,7.3,68.0,107.0,228541.0
609,Monsters vs. Aliens,2009,74,82.306,Rob Letterman,"Reese Witherspoon, Hugh Laurie, Seth Rogen, Will Arnett","When a meteor full of space gunk transforms Susan Murphy (Reese Witherspoon) into a giant, the government renames her Ginormica...",negative,381687380.0,Comedy,6.4,56.0,94.0,159310.0
610,Cars,2006,74,82.873,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy",While traveling to California to race against The King (Richard Petty) and Chick Hicks (Michael Keaton) for the Piston Cup...,positive,461630558.0,Comedy,7.2,73.0,117.0,406085.0
611,Penguins of Madagascar,2014,74,77.609,Eric Darnell,"Benedict Cumberbatch, John Malkovich, Tom McGrath, Chris Miller","Plucky penguins Skipper (Tom McGrath), Kowalski (Chris Miller), Rico (Conrad Vernon) and Private (Christopher Knights) -- the most elite spies...",positive,366942531.0,Comedy,6.6,53.0,92.0,88783.0
612,Flushed Away,2006,73,78.745,David Bowers,"Hugh Jackman, Kate Winslet, Jean Reno, Bill Nighy","After an ignoble landing in Ratropolis, a pampered rodent (Hugh Jackman) enlists the help of a sewer scavenger (Kate Winslet)...",negative,179357126.0,Comedy,6.6,74.0,85.0,123649.0
613,The Angry Birds Movie 2,2019,73,78.278,Thurop Van Orman,"Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader","Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put...",positive,152491897.0,Comedy,6.4,60.0,97.0,28173.0
614,The Secret Life of Pets,2016,72,86.182,Chris Renaud,"Louis C.K., Eric Stonestreet, Kevin Hart, Ellie Kemper",Max (Louis C.K.) is a spoiled terrier who enjoys a comfortable life in a New York building until his owner...,positive,885302500.0,Comedy,6.5,61.0,87.0,198232.0
615,Megamind,2010,72,78.175,Tom McGrath,"Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill","Though he is the most-brilliant supervillain the world has known, Megamind (Will Ferrell) is the least-successful. Thwarted time and again...",positive,321887208.0,Comedy,7.3,63.0,95.0,252994.0
616,Rio,2011,72,77.826,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, Jemaine Clement, Leslie Mann","Captured by smugglers when he was just a hatchling, a macaw named Blu (Jesse Eisenberg) never learned to fly and...",positive,487519809.0,Comedy,6.9,63.0,96.0,223100.0
617,The Croods,2013,72,76.678,Chris Sanders,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener","Prehistoric family the Croods live in a particularly dangerous moment in time. Patriarch Grug (Nicolas Cage), his mate, Ugga (Catherine...",positive,573068425.0,Comedy,7.2,55.0,98.0,210608.0
618,Sing,2016,71,82.837,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","Dapper Koala Buster Moon presides over a once-grand theater that has fallen on hard times. An eternal optimist, and a...",positive,631064182.0,Comedy,7.1,59.0,108.0,162380.0
619,Cars 3,2017,69,85.71,Brian Fee,"Owen Wilson, Cristela Alonzo, Armie Hammer, Chris Cooper","Blindsided by a new generation of blazing-fast cars, the legendary Lighting McQueen finds himself pushed out of the sport that...",positive,383541369.0,Comedy,6.7,59.0,102.0,93583.0
620,Meet the Robinsons,2007,67,73.112,Stephen Anderson,"Angela Bassett, Daniel Hansen, Tom Selleck, Harland Williams","Boy genius Lewis gives up hope of retrieving his latest invention, which was stolen by Bowler Hat Guy, then a...",positive,170552719.0,Comedy,6.8,61.0,95.0,97557.0
621,Turbo,2013,67,70.333,David Soren,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",Turbo (Ryan Reynolds) is a speed-obsessed snail with an unusual dream: to become the world's greatest racer. This odd snail...,positive,286896578.0,Comedy,6.4,58.0,96.0,94884.0
622,Storks,2016,65,73.491,Nicholas Stoller,"Andy Samberg, Katie Crown, Kelsey Grammer, Jennifer Aniston","Storks deliver babies -- or at least they used to. Now, they deliver packages for a global internet retail giant....",negative,183353431.0,Comedy,6.8,56.0,87.0,61407.0
623,Epic,2013,65,68.89,Chris Wedge,"Colin Farrell, Josh Hutcherson, Amanda Seyfried, Beyoncé Knowles","Mary Katherine (Amanda Seyfried), or M.K., is a headstrong, spirited teenager who has a strained relationship with her father (Jason...",positive,262794441.0,Adventure,6.6,52.0,102.0,104587.0
624,Robots,2005,64,70.828,Carlos Saldanha,"Ewan McGregor, Halle Berry, Robin Williams, Greg Kinnear","In a world of sentient robots, striving young inventor Rodney Copperbottom (Ewan McGregor) wants to work for the avuncular Bigweld...",positive,260636271.0,Comedy,6.4,64.0,91.0,144120.0
625,Madagascar: Escape 2 Africa,2008,64,69.394,Eric Darnell,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","Alex (Ben Stiller), Morty (Chris Rock) and other zoo animals find a way to escape from Madagascar when the penguins...",positive,599680774.0,Comedy,6.6,61.0,89.0,222581.0
626,Dinosaur,2000,64,68.276,Eric Leighton,"D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella","This is the story of Aladar (D.B. Sweeney), an iguanodon dinosaur raised by a family of lemurs. Their world is...",positive,356148063.0,Drama,6.4,56.0,82.0,59579.0
627,Hotel Transylvania 3: Summer Vacation,2018,62,68.734,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Your favorite monster family boards a luxury cruise ship so Dracula can take a summer vacation from the hotel. It's...,positive,527848903.0,Comedy,6.3,54.0,97.0,71264.0
628,The Ant Bully,2006,62,65.767,John A. Davis,"Zach Tyler Eisen, Julia Roberts, Meryl Streep, Nicolas Cage","Tired of weathering constant attacks on their colony, ants shrink a destructive boy, named Lucas (Zach Tyler Eisen), to their...",negative,49610898.0,Comedy,5.8,59.0,88.0,39243.0
629,Spirit: Stallion of the Cimarron,2002,69,73.014,Kelly Asbury,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet",Follows the adventures of a wild and rambunctious mustang stallion as he journeys through the untamed American frontier. Encountering man...,positive,106515310.0,Drama,7.1,52.0,83.0,74379.0
630,The Salvation,2014,72,73.71,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Éric Cantona","After shooting the man who murdered his wife, a Danish settler (Mads Mikkelsen) incurs the wrath of the man's brother...",positive,2947737.0,Thriller,6.7,64.0,92.0,39016.0
631,Blackthorn,2011,75,76.412,Mateo Gil,"Sam Shepard, Eduardo Noriega, Stephen Rea, Magaly Solier","Leaving Bolivia and heading back to the U.S., the outlaw formerly known as Butch Cassidy (Sam Shepard) has a final...",positive,1217307.0,Adventure,6.5,61.0,102.0,9644.0
632,The Magnificent Seven,2016,63,83.645,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio","Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With...",negative,162122642.0,Adventure,6.8,54.0,132.0,208251.0
633,Dead Man,1995,70,72.096,Jim Jarmusch,"Johnny Depp, Gary Farmer, Lance Henriksen, Michael Wincott",Circumstances transform a mild-mannered accountant (Johnny Depp) into a notorious Old West gunslinger....,positive,1078485.0,Drama,7.5,62.0,121.0,95895.0
634,The Horse Whisperer,1998,74,75.465,Robert Redford,"Robert Redford, Kristin Scott Thomas, Sam Neill, Dianne Wiest","When teenage Grace (Scarlett Johansson) is traumatized by a riding accident that badly injures her horse, her mother Annie (Kristin...",negative,186883563.0,Drama,6.7,65.0,169.0,41107.0
635,Silverado,1985,77,79.16,Lawrence Kasdan,"Kevin Kline, Scott Glenn, Kevin Costner, Rosanna Arquette","Rambling man Emmett (Scott Glenn) assembles a group of misfit cowboys (Kevin Costner), (Kevin Kline, Danny Glover). After helping a...",negative,33200000.0,Drama,7.2,64.0,133.0,44047.0
636,Hostiles,2017,70,83.688,Scott Cooper,"Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons","In 1892, legendary Army Capt. Joseph Blocker reluctantly agrees to escort a dying Cheyenne war chief and his family back...",positive,36976336.0,Drama,7.2,65.0,134.0,82770.0
637,Back to the Future Part III,1990,80,82.716,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson","In this final chapter, Marty McFly (Michael J. Fox) obtains a 70-year-old message from the time-traveling Dr. Emmett Brown (Christopher...",positive,244087268.0,Comedy,7.4,55.0,118.0,435743.0
638,Tombstone,1993,74,76.374,George P. Cosmatos,"Kurt Russell, Val Kilmer, Michael Biehn, Powers Boothe","Wyatt Earp (Kurt Russell) and his brothers, Morgan (Bill Paxton) and Virgil (Sam Elliott), have left their gunslinger ways behind...",positive,56505065.0,Drama,7.8,50.0,130.0,144215.0
639,The Wind,2018,81,84.632,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson","Lizzy is a tough, resourceful frontierswoman settling a remote stretch of land on the 19th-century American frontier. Isolated from civilization...",positive,115515.0,Horror,5.5,66.0,88.0,8103.0
640,Shanghai Noon,2000,80,83.748,Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu, Roger Yuan",Bumbling Chon Wang (Jackie Chan) works as an Imperial guard in the Forbidden City of China. When Princess Pei Pei...,negative,71189835.0,Comedy,6.6,77.0,110.0,126107.0
641,Open Range,2003,79,85.734,Kevin Costner,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon",Boss Spearman (Robert Duvall) and his cowhands Charley (Kevin Costner) and Mose (Abraham Benrubi) are driving cattle across a large...,negative,68613992.0,Drama,7.4,67.0,139.0,72280.0
642,The Homesman,2014,80,86.145,Tommy Lee Jones,"Tommy Lee Jones, Hilary Swank, David Dencik, William Fichtner",A frontier farm woman (Hilary Swank) saves the life of a claim-jumper (Tommy Lee Jones) and persuades him to help...,negative,8217571.0,Drama,6.6,68.0,122.0,32944.0
643,The Hateful Eight,2015,74,88.39,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins","While racing toward the town of Red Rock in post-Civil War Wyoming, bounty hunter John ""The Hangman"" Ruth (Kurt Russell)...",positive,152366784.0,Thriller,7.8,68.0,168.0,578551.0
644,Meek's Cutoff,2010,86,90.962,Kelly Reichardt,"Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan","During the 1840s, six settlers and their guide are caught in a dangerous situation: They are lost, food and water...",negative,1869928.0,Thriller,6.5,85.0,104.0,13953.0
645,The Proposition,2005,85,90.304,John Hillcoat,"Guy Pearce, Ray Winstone, Emily Watson, Danny Huston","In 1880s Australia, a lawman (Ray Winstone) offers renegade Charlie Burns (Guy Pearce) a difficult choice. In order to save...",positive,5313608.0,Drama,7.3,73.0,104.0,52400.0
646,Near Dark,1987,82,86.397,Kathryn Bigelow,"Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton","Cowboy Caleb Colton (Adrian Pasdar) meets gorgeous Mae (Jenny Wright) at a bar, and the two have an immediate attraction....",positive,3369307.0,Horror,6.9,76.0,94.0,38598.0
647,Pale Rider,1985,93,93.528,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Christopher Penn",When property owner Coy LaHood (Richard Dysart) starts using a band of hooligans to terrorize a group of small-town gold...,negative,41410568.0,Drama,7.3,61.0,115.0,58600.0
648,True Grit,1969,89,95.56,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate","After hired hand Tom Chaney (Jeff Corey) murders the father of 14-year-old Mattie Ross (Kim Darby), she seeks vengeance and...",positive,252276928.0,Drama,7.6,80.0,110.0,333706.0
649,Cat Ballou,1965,89,92.348,Elliot Silverstein,"Jane Fonda, Lee Marvin, Michael Callan, Dwayne Hickman","When hired gun Tim Strawn (Lee Marvin) kills her rancher father, Cat Ballou (Jane Fonda) becomes an outlaw set on...",negative,20666667.0,Comedy,6.8,60.0,97.0,14761.0
650,The Sisters Brothers,2018,87,98.653,Jacques Audiard,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed","It's 1851, and Charlie and Eli Sisters are both brothers and assassins, boys grown to men in a savage and...",positive,14636067.0,Drama,6.9,78.0,122.0,63639.0
651,Slow West,2015,92,96.183,John Maclean,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Caren Pistorius",A bounty hunter (Michael Fassbender) keeps his true motive a secret from the naive Scottish teenager (Kodi Smit-McPhee) he's offered...,positive,2089072.0,Thriller,6.9,72.0,84.0,45249.0
652,Jeremiah Johnson,1972,95,96.426,Sydney Pollack,"Robert Redford, Will Geer, Stefan Gierasch, Allyn Ann McLerie","A Mexican-American War veteran, Jeremiah Johnson (Robert Redford), heads to the mountains to live in isolation. Woefully unequipped for the...",negative,44693786.0,Drama,7.5,75.0,108.0,31417.0
653,The Man Who Shot Liberty Valance,1962,94,97.164,John Ford,"James Stewart, John Wayne, Vera Miles, Lee Marvin",Questions arise when Senator Stoddard (James Stewart) attends the funeral of a local man named Tom Doniphon (John Wayne) in...,negative,8000000.0,Drama,8.1,94.0,123.0,74934.0
654,High Plains Drifter,1973,93,95.08,Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan","In this Western, a drifter with no name (Clint Eastwood) wanders into a small town, where his gun-slinging abilities are...",negative,15700000.0,Drama,7.5,69.0,105.0,54652.0
655,Wind River,2017,87,106.394,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Gil Birmingham, Jon Bernthal",Cory Lambert is a wildlife officer who finds the body of an 18-year-old woman on an American Indian reservation in...,negative,44984979.0,Drama,7.7,73.0,107.0,243252.0
656,Little Big Man,1970,96,98.093,Arthur Penn,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam","When a curious oral historian (William Hickey) turns up to hear the life story of 121-year-old Jack Crabb (Dustin Hoffman),...",positive,31559552.0,Comedy,7.6,63.0,139.0,35085.0
657,Sweet Country,2017,96,100.046,Warwick Thornton,"Bryan Brown, Matt Day, Tremayne Doolan, Anni Finsterer",An Aboriginal man goes on the run after he kills a white man in self-defense....,negative,2291545.0,Adventure,6.9,88.0,113.0,8418.0
658,The Misfits,1961,97,98.603,John Huston,"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter","While filing for a divorce, beautiful ex-stripper Roslyn Taber (Marilyn Monroe) ends up meeting aging cowboy-turned-gambler Gay Langland (Clark Gable)...",negative,8200000.0,Comedy,4.3,25.0,94.0,9444.0
659,Giant,1956,88,91.54,George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker",Wealthy Texas rancher Bick Benedict (Rock Hudson) shakes things up at home when he returns from a trip to the...,positive,30194409.0,Drama,7.6,84.0,201.0,38271.0
660,El Dorado,1967,100,101.47,Howard Hawks,"John Wayne, Robert Mitchum, James Caan, Arthur Hunnicutt",Heartless tycoon Bart Jason (Edward Asner) hires a group of thugs to force the MacDonald family out of El Dorado...,positive,6000000.0,Drama,7.6,85.0,126.0,26768.0
661,No Country for Old Men,2007,93,106.323,Joel Coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson","While out hunting, Llewelyn Moss (Josh Brolin) finds the grisly aftermath of a drug deal. Though he knows better, he...",positive,164035753.0,Drama,8.2,92.0,122.0,941537.0
662,Unforgiven,1992,96,105.525,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris","When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel...",negative,159157447.0,Drama,8.2,85.0,130.0,404065.0
663,High Noon,1952,95,103.584,Fred Zinnemann,"Gary Cooper, Grace Kelly, Katy Jurado, Thomas Mitchell","Former marshal Will Kane (Gary Cooper) is preparing to leave the small town of Hadleyville, New Mexico, with his new...",positive,8000000.0,Drama,8.0,89.0,85.0,103139.0
664,The Bridge on the River Kwai,1957,96,106.987,David Lean,"William Holden, Alec Guinness, Sessue Hayakawa, Jack Hawkins",Adaptation of the Pierre Bouelle novel about POWs in Burma forced to build a bridge to aid the war effort...,negative,33300000.0,Drama,8.2,87.0,161.0,217206.0
665,The Day the Earth Stood Still,1951,95,102.516,Robert Wise,"Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe","When a UFO lands in Washington, D.C., bearing a message for Earth's leaders, all of humanity stands still. Klaatu (Michael...",positive,237370350.0,Drama,5.5,40.0,104.0,169622.0
666,The Best Years of Our Lives,1946,98,107.682,William Wyler,"Fredric March, Myrna Loy, Dana Andrews, Teresa Wright","Fred, Al and Homer are three World War II veterans facing difficulties as they re-enter civilian life. Fred (Dana Andrews)...",positive,23600000.0,Drama,8.1,93.0,170.0,63124.0
667,Forbidden Planet,1956,96,99.424,Fred McLeod Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen, Warren Stevens","In this sci-fi classic, a spacecraft travels to the distant planet Altair IV to discover the fate of a group...",positive,3000000.0,Sci-Fi,7.5,80.0,98.0,48547.0
668,Black Hawk Down,2001,77,82.926,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",The film takes place in 1993 when the U.S. sent special forces into Somalia to destabilize the government and bring...,positive,159691085.0,Drama,7.7,74.0,144.0,388974.0
